"X","rent","avail","type","loc","sqm","rooms","street","description"
"1222",5000,"Indefinite","Room","Aarhus C",10,1,"Skovvejen","Varelse, Skovvejen, 8000 Aarhus C.                          A smallish room (9m^2 - unfurnished) in a large apartment (85^2) with beautiful views of the harbour located in Trojborg. The apartment is open plan and very comfy. Utilities (Water, internet, electricity, heating are paid for separately and come to approx 500 kr/month).  There is also a dishwasher, washing machine and dryer situated in the apartment.  Linker til ekstern betalingsside"
"1223",5598,"Indefinite","Apartment","Randers C",80,3,"Prins Christians Gade","Lejlighed, Prins Christians Gade, 8900 Randers C, etage: 4. th.                          Der er adgang til vaskeri.  Hvis du onsker, at se denne lejlighed ringer du alle hverdag fra 9 til 15.  Overtagelsesdato kan muligvis andres.  Ingen husdyr.  Centralt beliggende og renoveret ejendom, tat pa banegarden, offentligt parkanlag og med byens centrum i gaafstand med et stort udvalg af indkobsmuligheder. Der er falles gardhave til ejendommen. Borneinstitutioner og skoler i gaafstand.  Vaskefaciliteter Pontoppidansgade 6.  Altaner pa de fleste lejemal. Afhovlede massive tragulve og stuklofter."
"1224",5598,"Indefinite","Apartment","Randers C",80,3,"Prins Christians Gade","Lejlighed, Prins Christians Gade, 8900 Randers C, etage: 4. th.                          Der er adgang til vaskeri.  Hvis du onsker, at se denne lejlighed ringer du alle hverdag fra 9 til 15.  Overtagelsesdato kan muligvis andres.  Ingen husdyr.  Centralt beliggende og renoveret ejendom, tat pa banegarden, offentligt parkanlag og med byens centrum i gaafstand med et stort udvalg af indkobsmuligheder. Der er falles gardhave til ejendommen. Borneinstitutioner og skoler i gaafstand.  Vaskefaciliteter Pontoppidansgade 6.  Altaner pa de fleste lejemal. Afhovlede massive tragulve og stuklofter."
"1225",13995,"Indefinite","Apartment","Aarhus C",103,4,"Studsgade","Lejlighed, Studsgade, 8000 Aarhus C.                          Antal varelser: 4  Antal m2: 103  Husleje. 13.995 kr.  Indskud: 41.985 kr.  Post nummer: 8000  By: Aarhus C"
"1226",13995,"Indefinite","Apartment","Aarhus C",103,4,"Studsgade","Lejlighed, Studsgade, 8000 Aarhus C.                          Antal varelser: 4  Antal m2: 103  Husleje. 13.995 kr.  Indskud: 41.985 kr.  Post nummer: 8000  By: Aarhus C"
"1227",13495,"Indefinite","Apartment","Aarhus C",90,3,"Studsgade","Lejlighed, Studsgade, 8000 Aarhus C.                          Antal varelser: 3  Antal m2: 90  Husleje. 13.495 kr.  Indskud: 40.485 kr.  Post nummer: 8000  By: Aarhus C"
"1228",13495,"Indefinite","Apartment","Aarhus C",90,3,"Studsgade","Lejlighed, Studsgade, 8000 Aarhus C.                          Antal varelser: 3  Antal m2: 90  Husleje. 13.495 kr.  Indskud: 40.485 kr.  Post nummer: 8000  By: Aarhus C"
"1229",13495,"Indefinite","Apartment","Aarhus C",89,3,"Studsgade","Lejlighed, Studsgade, 8000 Aarhus C.                          Antal varelser: 3  Antal m2: 89  Husleje. 13.495 kr.  Indskud: 40.485 kr.  Post nummer: 8000  By: Aarhus C"
"1230",13495,"Indefinite","Apartment","Aarhus C",89,3,"Studsgade","Lejlighed, Studsgade, 8000 Aarhus C.                          Antal varelser: 3  Antal m2: 89  Husleje. 13.495 kr.  Indskud: 40.485 kr.  Post nummer: 8000  By: Aarhus C"
"1231",3500,"Under 1 year","Collective","Viby J",30,1,"8260 Viby J.                          Antal varelser: 1  Antal m2: 30  Husleje. 3.500 kr.  Post nummer: 8260  By: Viby J","Delebolig, 8260 Viby J.                          Antal varelser: 1  Antal m2: 30  Husleje. 3.500 kr.  Post nummer: 8260  By: Viby J"
"1232",3500,"Under 1 year","Collective","Viby J",30,1,"8260 Viby J.                          Antal varelser: 1  Antal m2: 30  Husleje. 3.500 kr.  Post nummer: 8260  By: Viby J","Delebolig, 8260 Viby J.                          Antal varelser: 1  Antal m2: 30  Husleje. 3.500 kr.  Post nummer: 8260  By: Viby J"
"1233",3000,"Indefinite","Apartment","Randers C",55,2,"Norre Boulevard","Lejlighed, Norre Boulevard, 8900 Randers C, etage: 1. th.                          Antal varelser: 2  Antal m2: 55  Husleje. 3.000 kr.  Indskud: 9.844 kr.  Post nummer: 8900  By: Randers C"
"1234",3000,"Indefinite","Apartment","Randers C",55,2,"Norre Boulevard","Lejlighed, Norre Boulevard, 8900 Randers C, etage: 1. th.                          Antal varelser: 2  Antal m2: 55  Husleje. 3.000 kr.  Indskud: 9.844 kr.  Post nummer: 8900  By: Randers C"
"1235",6786,"Indefinite","Apartment","Randers C",92,3,"Hobrovej","Lejlighed, Hobrovej, 8900 Randers C, etage: stuen.                          Der er adgang til vaskeri.  Hvis du onsker, at se denne lejlighed ringer du alle hverdag fra 9 til 15.  Overtagelsesdato kan muligvis andres.  Ingen husdyr.  Central beliggende hjorneejendom tat ved offentligt parkanlag og med byens centrum i gaafstand med et stort udvalg af indkobsmuligheder. Borneinstitutioner og skoler i gaafstand.  Vaskerifaciliteter findes Bredstrupsgade 14.  Altaner pa de fleste lejemal."
"1236",6786,"Indefinite","Apartment","Randers C",92,3,"Hobrovej","Lejlighed, Hobrovej, 8900 Randers C, etage: stuen.                          Der er adgang til vaskeri.  Hvis du onsker, at se denne lejlighed ringer du alle hverdag fra 9 til 15.  Overtagelsesdato kan muligvis andres.  Ingen husdyr.  Central beliggende hjorneejendom tat ved offentligt parkanlag og med byens centrum i gaafstand med et stort udvalg af indkobsmuligheder. Borneinstitutioner og skoler i gaafstand.  Vaskerifaciliteter findes Bredstrupsgade 14.  Altaner pa de fleste lejemal."
"1237",9055,"Indefinite","House","Harlev J",85,4,"Rodlundvej","Hus/villa, Rodlundvej, 8462 Harlev J.                          Rodlundvej ligger i Harlev J. Harlev har omkring 3.688 indbyggere. Byen horer til Aarhus Kommune. Harlev byder pa indkobsmuligheder til de nodvendige ting i dagligdagen. Hvis man skal handle stort ind ligger Aarhus ca. 17 km derfra. I Harlev findes folkeskolen Nashojskolen, bornehave, vuggestue, bibliotek, sportshal og offentlig transport. Boligerne er desuden tat beliggende pa motorvej E45. Rakkehuse til familen, der gerne vil bo i dejlige gronne omgivelser, nar mark og skov og i tilpas afstand til Aarhus. Her er gode muligheder for lange gature i naturen og gode muligheder for leg til bornene. Det er tilladt at holde 2 stk hunde under 20 kg, ingen katte. Energimarke B. Lejemalet ligger pa Rodlundvej i Harlev. De 93 boliger i Harlev er opfort som rakkehuse. Dette 4 varelses lejemal er indrettet med entr<e9>, hvorfra der er adgang til 2 varelser, badevarelse, sovevarelse samt stue i aben forbindelse med kokken. I alle varelserne er der indbyggede skabe. Der er anlagt gulvvarme i entr<e9> og badevarelse."
"1238",9055,"Indefinite","House","Harlev J",85,4,"Rodlundvej","Hus/villa, Rodlundvej, 8462 Harlev J.                          Rodlundvej ligger i Harlev J. Harlev har omkring 3.688 indbyggere. Byen horer til Aarhus Kommune. Harlev byder pa indkobsmuligheder til de nodvendige ting i dagligdagen. Hvis man skal handle stort ind ligger Aarhus ca. 17 km derfra. I Harlev findes folkeskolen Nashojskolen, bornehave, vuggestue, bibliotek, sportshal og offentlig transport. Boligerne er desuden tat beliggende pa motorvej E45. Rakkehuse til familen, der gerne vil bo i dejlige gronne omgivelser, nar mark og skov og i tilpas afstand til Aarhus. Her er gode muligheder for lange gature i naturen og gode muligheder for leg til bornene. Det er tilladt at holde 2 stk hunde under 20 kg, ingen katte. Energimarke B. Lejemalet ligger pa Rodlundvej i Harlev. De 93 boliger i Harlev er opfort som rakkehuse. Dette 4 varelses lejemal er indrettet med entr<e9>, hvorfra der er adgang til 2 varelser, badevarelse, sovevarelse samt stue i aben forbindelse med kokken. I alle varelserne er der indbyggede skabe. Der er anlagt gulvvarme i entr<e9> og badevarelse."
"1239",7000,"Under 1 year","House","Grenaa",212,5,"Havnevej","Hus/villa, Havnevej, 8500 Grenaa.                          Flot arkitektonisk villa med egen badebro i haven. Har du et onske om egen badebro og mulighed for en jolle - sa har du nu chancen her. Navnes skal bl.a. en del nye troltexlofter samt det det helt nye istandsat kalderrum (varelse) som er blevet total istandsat med vagge, lofter, gulve etc.   Villaen er i rigtig god teknisk stand  En virkelig god kalderhojde pa ca. 2,2 til 2,3 m. Kalderen har tidligere varet anvendt til beboelse, hvilket den heldigvis ogsa barer prag af.   Dejlig stor have beplantet med gras og omhegnet af buske og traer. I enden af haven er denne forholdsvis store traterrasse og badebro. Direkte adgang af vandvejen ud pa Kattegat.   Lidt om hvad huset indeholder: Sovevarelse og varelse eller kontor. Stor stue med udgang til en sydvendt terrasse, sildebensparket pa gulvet og troltexlofter. Stor spisestue ogsa med de pane gulve. Kokken (ca. 2010) med hvide lager og mindre spiseplads. Forgang/entre. Aldre badevarelse med kar og lyse fliser fra loft til gulv.   Kalderen indholder: (Hojde 2,2 til 2,3 m. Her er 4 gode rum (varelser). bl.a. stor gildestue eller aktivitetsrum med laminatgulve. Rum med toilet og brusekabine. Garage med nye spar og i forbindelse med udhus, som er indrettet med 2 regularere disp. rum. Her er vinduer, dore, taget og spar delvist udskiftet.  Ejendommen er blevet energiforbedret efter udarbejdelse af energimarke med bla. efterisolering af lofter og nogle af vaggende i kalderen.  Forhaven bliver lavet om. Der kommer ny trappe, samt bedre parkerings muligheder. (fardig slutning af juli)"
"1240",7000,"Under 1 year","House","Grenaa",212,5,"Havnevej","Hus/villa, Havnevej, 8500 Grenaa.                          Flot arkitektonisk villa med egen badebro i haven. Har du et onske om egen badebro og mulighed for en jolle - sa har du nu chancen her. Navnes skal bl.a. en del nye troltexlofter samt det det helt nye istandsat kalderrum (varelse) som er blevet total istandsat med vagge, lofter, gulve etc.   Villaen er i rigtig god teknisk stand  En virkelig god kalderhojde pa ca. 2,2 til 2,3 m. Kalderen har tidligere varet anvendt til beboelse, hvilket den heldigvis ogsa barer prag af.   Dejlig stor have beplantet med gras og omhegnet af buske og traer. I enden af haven er denne forholdsvis store traterrasse og badebro. Direkte adgang af vandvejen ud pa Kattegat.   Lidt om hvad huset indeholder: Sovevarelse og varelse eller kontor. Stor stue med udgang til en sydvendt terrasse, sildebensparket pa gulvet og troltexlofter. Stor spisestue ogsa med de pane gulve. Kokken (ca. 2010) med hvide lager og mindre spiseplads. Forgang/entre. Aldre badevarelse med kar og lyse fliser fra loft til gulv.   Kalderen indholder: (Hojde 2,2 til 2,3 m. Her er 4 gode rum (varelser). bl.a. stor gildestue eller aktivitetsrum med laminatgulve. Rum med toilet og brusekabine. Garage med nye spar og i forbindelse med udhus, som er indrettet med 2 regularere disp. rum. Her er vinduer, dore, taget og spar delvist udskiftet.  Ejendommen er blevet energiforbedret efter udarbejdelse af energimarke med bla. efterisolering af lofter og nogle af vaggende i kalderen.  Forhaven bliver lavet om. Der kommer ny trappe, samt bedre parkerings muligheder. (fardig slutning af juli)"
"1241",8950,"Indefinite","House","Langa",110,4,"Nissenparken","Hus/villa, Nissenparken, 8870 Langa.                          Nissenparken og Egevanget bestar af i alt 57 boliger fordelt pa 18 lejligheder og 39 rakke/gardhavehuse.<U+00A0> Boligerne er beliggende i et hyggeligt roligt omrade med lukket vej- og stiforbindelse, bl.a. til byen, hvor der er handlemuligheder. Langa er stationsby for hovedtogforbindelsen gennem Jylland. Der er ca. 15 minutters korsel til Randers, herunder Randers Storcenter.<U+00A0> Langa er bl.a. attraktiv fordi der er skole med 0. til 9. klasse samt ikke mindre end 3 bornehaver. Der er 2 supermarkeder ( REMA 1000, og Fakta ), samt specialbutikker. Der er ligeledes et kulturhus, en sportshal, motionscenter samt friluftsbad.<U+00A0> Langa har ca. 2.900 (2017) indbyggere og er i en meget positiv udvikling.<U+00A0> Energimarke B<U+00A0> Boligen er indrettet med entre, hvor der er en diskret abning til et bryggers med vaskemaskine, torretumbler, underskabe og bordplads. Fra entreen er adgang til en stort lys stue med et abent og velindrettet kokken med alt i harde hvidevarer. Fra stuen er der adgang til en varelsesafdeling, via en lille fordelingsgang, med to gode varelser, og et lakkert badevarelse med bruseniche samt bord- og skabsarrangement. Mellem stuen og fordelingsgangen er der en skydedor, der gor det muligt at ""lukke af"" til varelsesafdelingen. Fra stuen er der adgang til en skon udestue og fra kokkenafsnittet er der adgang til et varelse. Falles for alle opholdsrum er, at der flotte askeparketgulve med gulvvarme og der er vinduer til gulv samt terrassedor med direkte udgang, hvilket er med til at skabe en fantastisk lys og venlig bolig. Til hver rakkevilla horer en sidelukket carport med et godt redskabsrum, hvor der er plads til haveredskaber, mobler, krukker og lignende."
"1242",8950,"Indefinite","House","Langa",110,4,"Nissenparken","Hus/villa, Nissenparken, 8870 Langa.                          Nissenparken og Egevanget bestar af i alt 57 boliger fordelt pa 18 lejligheder og 39 rakke/gardhavehuse.<U+00A0> Boligerne er beliggende i et hyggeligt roligt omrade med lukket vej- og stiforbindelse, bl.a. til byen, hvor der er handlemuligheder. Langa er stationsby for hovedtogforbindelsen gennem Jylland. Der er ca. 15 minutters korsel til Randers, herunder Randers Storcenter.<U+00A0> Langa er bl.a. attraktiv fordi der er skole med 0. til 9. klasse samt ikke mindre end 3 bornehaver. Der er 2 supermarkeder ( REMA 1000, og Fakta ), samt specialbutikker. Der er ligeledes et kulturhus, en sportshal, motionscenter samt friluftsbad.<U+00A0> Langa har ca. 2.900 (2017) indbyggere og er i en meget positiv udvikling.<U+00A0> Energimarke B<U+00A0> Boligen er indrettet med entre, hvor der er en diskret abning til et bryggers med vaskemaskine, torretumbler, underskabe og bordplads. Fra entreen er adgang til en stort lys stue med et abent og velindrettet kokken med alt i harde hvidevarer. Fra stuen er der adgang til en varelsesafdeling, via en lille fordelingsgang, med to gode varelser, og et lakkert badevarelse med bruseniche samt bord- og skabsarrangement. Mellem stuen og fordelingsgangen er der en skydedor, der gor det muligt at ""lukke af"" til varelsesafdelingen. Fra stuen er der adgang til en skon udestue og fra kokkenafsnittet er der adgang til et varelse. Falles for alle opholdsrum er, at der flotte askeparketgulve med gulvvarme og der er vinduer til gulv samt terrassedor med direkte udgang, hvilket er med til at skabe en fantastisk lys og venlig bolig. Til hver rakkevilla horer en sidelukket carport med et godt redskabsrum, hvor der er plads til haveredskaber, mobler, krukker og lignende."
"1243",10475,"Indefinite","Apartment","Hasselager",111,4,"Sonderholmvanget","Lejlighed, Sonderholmvanget, 8361 Hasselager.                          PGA. FERIE BESVARES HENVENDELSER FORST I UGE 29  1-plans rakkehus fra 2016 i nybygget kvarter i Hasselager, tat pa offentlig transport og motorvejen.  Huset indeholder abent kokken/ alrum/stue med udgang til terrasse/have.  Sovevarelse med faste skabe og 2 gode varelser. Badevarelse m/gulvvarme  Der er tragulve overalt.  Der medfolger kole/frys, kogeplader, indbygningsovn, emhatte og opvaskemaskine."
"1244",10475,"Indefinite","Apartment","Hasselager",111,4,"Sonderholmvanget","Lejlighed, Sonderholmvanget, 8361 Hasselager.                          PGA. FERIE BESVARES HENVENDELSER FORST I UGE 29  1-plans rakkehus fra 2016 i nybygget kvarter i Hasselager, tat pa offentlig transport og motorvejen.  Huset indeholder abent kokken/ alrum/stue med udgang til terrasse/have.  Sovevarelse med faste skabe og 2 gode varelser. Badevarelse m/gulvvarme  Der er tragulve overalt.  Der medfolger kole/frys, kogeplader, indbygningsovn, emhatte og opvaskemaskine."
"1245",7500,"Indefinite","Apartment","Risskov",68,2,"Kantorparken","Lejlighed, Kantorparken, 8240 Risskov, etage: st.                          Antal varelser: 2  Antal m2: 68  Husleje. 7.500 kr.  Post nummer: 8240  By: Risskov"
"1246",7500,"Indefinite","Apartment","Risskov",68,2,"Kantorparken","Lejlighed, Kantorparken, 8240 Risskov, etage: st.                          Antal varelser: 2  Antal m2: 68  Husleje. 7.500 kr.  Post nummer: 8240  By: Risskov"
"1247",3000,"Indefinite","Apartment","Malling",35,1,"Ajstrup Strandvej","Lejlighed, Ajstrup Strandvej, 8340 Malling.                          Antal varelser: 1  Antal m2: 35  Husleje. 3.000 kr.  Post nummer: 8340  By: Malling"
"1248",3000,"Indefinite","Apartment","Malling",35,1,"Ajstrup Strandvej","Lejlighed, Ajstrup Strandvej, 8340 Malling.                          Antal varelser: 1  Antal m2: 35  Husleje. 3.000 kr.  Post nummer: 8340  By: Malling"
