"X","rent","avail","type","loc","sqm","rooms","street","description"
"1143",10000,"Indefinite","Apartment","Risskov",79,3,"Borresovej","Lejlighed, Borresovej, 8240 Risskov, etage: 2.tv.                          Antal varelser: 3  Antal m2: 79  Husleje. 10.000 kr.  Post nummer: 8240  By: Risskov"
"1144",10000,"Indefinite","Apartment","Risskov",79,3,"Borresovej","Lejlighed, Borresovej, 8240 Risskov, etage: 2.tv.                          Antal varelser: 3  Antal m2: 79  Husleje. 10.000 kr.  Post nummer: 8240  By: Risskov"
"1145",10300,"Indefinite","Apartment","Risskov",82,3,"Borresovej","Lejlighed, Borresovej, 8240 Risskov, etage: 3.mf.                          Antal varelser: 3  Antal m2: 82  Husleje. 10.300 kr.  Post nummer: 8240  By: Risskov"
"1146",10300,"Indefinite","Apartment","Risskov",82,3,"Borresovej","Lejlighed, Borresovej, 8240 Risskov, etage: 3.mf.                          Antal varelser: 3  Antal m2: 82  Husleje. 10.300 kr.  Post nummer: 8240  By: Risskov"
"1147",10000,"Indefinite","Apartment","Risskov",82,3,"Borresovej","Lejlighed, Borresovej, 8240 Risskov, etage: 1.mf.                          Antal varelser: 3  Antal m2: 82  Husleje. 10.000 kr.  Post nummer: 8240  By: Risskov"
"1148",10000,"Indefinite","Apartment","Risskov",82,3,"Borresovej","Lejlighed, Borresovej, 8240 Risskov, etage: 1.mf.                          Antal varelser: 3  Antal m2: 82  Husleje. 10.000 kr.  Post nummer: 8240  By: Risskov"
"1149",10000,"Indefinite","Apartment","Risskov",79,3,"Borresovej","Lejlighed, Borresovej, 8240 Risskov, etage: 1.tv.                          Antal varelser: 3  Antal m2: 79  Husleje. 10.000 kr.  Post nummer: 8240  By: Risskov"
"1150",10000,"Indefinite","Apartment","Risskov",79,3,"Borresovej","Lejlighed, Borresovej, 8240 Risskov, etage: 1.tv.                          Antal varelser: 3  Antal m2: 79  Husleje. 10.000 kr.  Post nummer: 8240  By: Risskov"
"1151",10000,"Indefinite","Apartment","Risskov",82,3,"Borresovej","Lejlighed, Borresovej, 8240 Risskov, etage: 2.mf.                          Antal varelser: 3  Antal m2: 82  Husleje. 10.000 kr.  Post nummer: 8240  By: Risskov"
"1152",10000,"Indefinite","Apartment","Risskov",82,3,"Borresovej","Lejlighed, Borresovej, 8240 Risskov, etage: 2.mf.                          Antal varelser: 3  Antal m2: 82  Husleje. 10.000 kr.  Post nummer: 8240  By: Risskov"
"1153",12600,"Indefinite","Apartment","Risskov",99,4,"Borresovej","Lejlighed, Borresovej, 8240 Risskov, etage: st.th.                          Antal varelser: 4  Antal m2: 99  Husleje. 12.600 kr.  Post nummer: 8240  By: Risskov"
"1154",12600,"Indefinite","Apartment","Risskov",99,4,"Borresovej","Lejlighed, Borresovej, 8240 Risskov, etage: st.th.                          Antal varelser: 4  Antal m2: 99  Husleje. 12.600 kr.  Post nummer: 8240  By: Risskov"
"1155",12600,"Indefinite","Apartment","Risskov",99,4,"Borresovej","Lejlighed, Borresovej, 8240 Risskov, etage: st.tv.                          Antal varelser: 4  Antal m2: 99  Husleje. 12.600 kr.  Post nummer: 8240  By: Risskov"
"1156",12600,"Indefinite","Apartment","Risskov",99,4,"Borresovej","Lejlighed, Borresovej, 8240 Risskov, etage: st.tv.                          Antal varelser: 4  Antal m2: 99  Husleje. 12.600 kr.  Post nummer: 8240  By: Risskov"
"1157",13700,"Indefinite","Apartment","Risskov",110,4,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: 4.th.                          Antal varelser: 4  Antal m2: 110  Husleje. 13.700 kr.  Post nummer: 8240  By: Risskov"
"1158",13700,"Indefinite","Apartment","Risskov",110,4,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: 4.th.                          Antal varelser: 4  Antal m2: 110  Husleje. 13.700 kr.  Post nummer: 8240  By: Risskov"
"1159",12000,"Indefinite","Apartment","Risskov",84,4,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: 4.tv.                          Antal varelser: 4  Antal m2: 84  Husleje. 12.000 kr.  Post nummer: 8240  By: Risskov"
"1160",12000,"Indefinite","Apartment","Risskov",84,4,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: 4.tv.                          Antal varelser: 4  Antal m2: 84  Husleje. 12.000 kr.  Post nummer: 8240  By: Risskov"
"1161",12000,"Indefinite","Apartment","Risskov",84,4,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: 3.tv.                          Antal varelser: 4  Antal m2: 84  Husleje. 12.000 kr.  Post nummer: 8240  By: Risskov"
"1162",12000,"Indefinite","Apartment","Risskov",84,4,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: 3.tv.                          Antal varelser: 4  Antal m2: 84  Husleje. 12.000 kr.  Post nummer: 8240  By: Risskov"
"1163",13700,"Indefinite","Apartment","Risskov",110,4,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: 3.th.                          Antal varelser: 4  Antal m2: 110  Husleje. 13.700 kr.  Post nummer: 8240  By: Risskov"
"1164",13700,"Indefinite","Apartment","Risskov",110,4,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: 3.th.                          Antal varelser: 4  Antal m2: 110  Husleje. 13.700 kr.  Post nummer: 8240  By: Risskov"
"1165",13000,"Indefinite","Apartment","Risskov",110,4,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: 1.th.                          Antal varelser: 4  Antal m2: 110  Husleje. 13.000 kr.  Post nummer: 8240  By: Risskov"
"1166",13000,"Indefinite","Apartment","Risskov",110,4,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: 1.th.                          Antal varelser: 4  Antal m2: 110  Husleje. 13.000 kr.  Post nummer: 8240  By: Risskov"
"1167",12000,"Indefinite","Apartment","Risskov",84,4,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: 2.tv.                          Antal varelser: 4  Antal m2: 84  Husleje. 12.000 kr.  Post nummer: 8240  By: Risskov"
"1168",12000,"Indefinite","Apartment","Risskov",84,4,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: 2.tv.                          Antal varelser: 4  Antal m2: 84  Husleje. 12.000 kr.  Post nummer: 8240  By: Risskov"
"1169",13700,"Indefinite","Apartment","Risskov",110,4,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: 2.th.                          Antal varelser: 4  Antal m2: 110  Husleje. 13.700 kr.  Post nummer: 8240  By: Risskov"
"1170",13700,"Indefinite","Apartment","Risskov",110,4,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: 2.th.                          Antal varelser: 4  Antal m2: 110  Husleje. 13.700 kr.  Post nummer: 8240  By: Risskov"
"1171",12600,"Indefinite","Apartment","Risskov",99,4,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: st.tv.                          Antal varelser: 4  Antal m2: 99  Husleje. 12.600 kr.  Post nummer: 8240  By: Risskov"
"1172",12600,"Indefinite","Apartment","Risskov",99,4,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: st.tv.                          Antal varelser: 4  Antal m2: 99  Husleje. 12.600 kr.  Post nummer: 8240  By: Risskov"
"1173",10700,"Indefinite","Apartment","Risskov",84,4,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: 1.tv.                          Antal varelser: 4  Antal m2: 84  Husleje. 10.700 kr.  Post nummer: 8240  By: Risskov"
"1174",10700,"Indefinite","Apartment","Risskov",84,4,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: 1.tv.                          Antal varelser: 4  Antal m2: 84  Husleje. 10.700 kr.  Post nummer: 8240  By: Risskov"
"1175",10500,"Indefinite","Apartment","Risskov",79,3,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: 4.tv.                          Antal varelser: 3  Antal m2: 79  Husleje. 10.500 kr.  Post nummer: 8240  By: Risskov"
"1176",10500,"Indefinite","Apartment","Risskov",79,3,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: 4.tv.                          Antal varelser: 3  Antal m2: 79  Husleje. 10.500 kr.  Post nummer: 8240  By: Risskov"
"1177",11000,"Indefinite","Apartment","Risskov",85,4,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: st.th.                          Antal varelser: 4  Antal m2: 85  Husleje. 11.000 kr.  Post nummer: 8240  By: Risskov"
"1178",11000,"Indefinite","Apartment","Risskov",85,4,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: st.th.                          Antal varelser: 4  Antal m2: 85  Husleje. 11.000 kr.  Post nummer: 8240  By: Risskov"
"1179",10500,"Indefinite","Apartment","Risskov",79,3,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: 3.tv.                          Antal varelser: 3  Antal m2: 79  Husleje. 10.500 kr.  Post nummer: 8240  By: Risskov"
"1180",10500,"Indefinite","Apartment","Risskov",79,3,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: 3.tv.                          Antal varelser: 3  Antal m2: 79  Husleje. 10.500 kr.  Post nummer: 8240  By: Risskov"
"1181",10200,"Indefinite","Apartment","Risskov",77,3,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: 4.mf.                          Antal varelser: 3  Antal m2: 77  Husleje. 10.200 kr.  Post nummer: 8240  By: Risskov"
"1182",10200,"Indefinite","Apartment","Risskov",77,3,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: 4.mf.                          Antal varelser: 3  Antal m2: 77  Husleje. 10.200 kr.  Post nummer: 8240  By: Risskov"
"1183",10300,"Indefinite","Apartment","Risskov",79,3,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: 2.tv.                          Antal varelser: 3  Antal m2: 79  Husleje. 10.300 kr.  Post nummer: 8240  By: Risskov"
"1184",10300,"Indefinite","Apartment","Risskov",79,3,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: 2.tv.                          Antal varelser: 3  Antal m2: 79  Husleje. 10.300 kr.  Post nummer: 8240  By: Risskov"
"1185",10200,"Indefinite","Apartment","Risskov",77,3,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: 3.mf.                          Antal varelser: 3  Antal m2: 77  Husleje. 10.200 kr.  Post nummer: 8240  By: Risskov"
"1186",10200,"Indefinite","Apartment","Risskov",77,3,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: 3.mf.                          Antal varelser: 3  Antal m2: 77  Husleje. 10.200 kr.  Post nummer: 8240  By: Risskov"
"1187",10000,"Indefinite","Apartment","Risskov",79,3,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: 1.tv.                          Antal varelser: 3  Antal m2: 79  Husleje. 10.000 kr.  Post nummer: 8240  By: Risskov"
"1188",10000,"Indefinite","Apartment","Risskov",79,3,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: 1.tv.                          Antal varelser: 3  Antal m2: 79  Husleje. 10.000 kr.  Post nummer: 8240  By: Risskov"
"1189",10000,"Indefinite","Apartment","Risskov",77,3,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: 2.mf.                          Antal varelser: 3  Antal m2: 77  Husleje. 10.000 kr.  Post nummer: 8240  By: Risskov"
"1190",10000,"Indefinite","Apartment","Risskov",77,3,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: 2.mf.                          Antal varelser: 3  Antal m2: 77  Husleje. 10.000 kr.  Post nummer: 8240  By: Risskov"
"1191",12000,"Indefinite","Apartment","Risskov",94,4,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: st.th.                          Antal varelser: 4  Antal m2: 94  Husleje. 12.000 kr.  Post nummer: 8240  By: Risskov"
"1192",12000,"Indefinite","Apartment","Risskov",94,4,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: st.th.                          Antal varelser: 4  Antal m2: 94  Husleje. 12.000 kr.  Post nummer: 8240  By: Risskov"
"1193",12600,"Indefinite","Apartment","Risskov",99,4,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: st.tv.                          Antal varelser: 4  Antal m2: 99  Husleje. 12.600 kr.  Post nummer: 8240  By: Risskov"
"1194",12600,"Indefinite","Apartment","Risskov",99,4,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: st.tv.                          Antal varelser: 4  Antal m2: 99  Husleje. 12.600 kr.  Post nummer: 8240  By: Risskov"
"1195",9800,"Indefinite","Apartment","Risskov",77,3,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: 1.mf.                          Antal varelser: 3  Antal m2: 77  Husleje. 9.800 kr.  Post nummer: 8240  By: Risskov"
"1196",9800,"Indefinite","Apartment","Risskov",77,3,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: 1.mf.                          Antal varelser: 3  Antal m2: 77  Husleje. 9.800 kr.  Post nummer: 8240  By: Risskov"
"1197",13200,"Indefinite","Apartment","Risskov",110,4,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: 4.tv.                          Antal varelser: 4  Antal m2: 110  Husleje. 13.200 kr.  Post nummer: 8240  By: Risskov"
"1198",13200,"Indefinite","Apartment","Risskov",110,4,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: 4.tv.                          Antal varelser: 4  Antal m2: 110  Husleje. 13.200 kr.  Post nummer: 8240  By: Risskov"
"1199",10200,"Indefinite","Apartment","Risskov",84,4,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: 4.th.                          Antal varelser: 4  Antal m2: 84  Husleje. 10.200 kr.  Post nummer: 8240  By: Risskov"
"1200",10200,"Indefinite","Apartment","Risskov",84,4,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: 4.th.                          Antal varelser: 4  Antal m2: 84  Husleje. 10.200 kr.  Post nummer: 8240  By: Risskov"
"1201",13200,"Indefinite","Apartment","Risskov",110,4,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: 3.tv.                          Antal varelser: 4  Antal m2: 110  Husleje. 13.200 kr.  Post nummer: 8240  By: Risskov"
"1202",13200,"Indefinite","Apartment","Risskov",110,4,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: 3.tv.                          Antal varelser: 4  Antal m2: 110  Husleje. 13.200 kr.  Post nummer: 8240  By: Risskov"
"1203",10200,"Indefinite","Apartment","Risskov",84,4,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: 3.th.                          Antal varelser: 4  Antal m2: 84  Husleje. 10.200 kr.  Post nummer: 8240  By: Risskov"
"1204",10200,"Indefinite","Apartment","Risskov",84,4,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: 3.th.                          Antal varelser: 4  Antal m2: 84  Husleje. 10.200 kr.  Post nummer: 8240  By: Risskov"
"1205",10200,"Indefinite","Apartment","Risskov",84,4,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: 2.th.                          Antal varelser: 4  Antal m2: 84  Husleje. 10.200 kr.  Post nummer: 8240  By: Risskov"
"1206",10200,"Indefinite","Apartment","Risskov",84,4,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: 2.th.                          Antal varelser: 4  Antal m2: 84  Husleje. 10.200 kr.  Post nummer: 8240  By: Risskov"
"1207",13000,"Indefinite","Apartment","Risskov",110,4,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: 2.tv.                          Antal varelser: 4  Antal m2: 110  Husleje. 13.000 kr.  Post nummer: 8240  By: Risskov"
"1208",13000,"Indefinite","Apartment","Risskov",110,4,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: 2.tv.                          Antal varelser: 4  Antal m2: 110  Husleje. 13.000 kr.  Post nummer: 8240  By: Risskov"
"1209",10200,"Indefinite","Apartment","Risskov",84,4,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: 1.th.                          Antal varelser: 4  Antal m2: 84  Husleje. 10.200 kr.  Post nummer: 8240  By: Risskov"
"1210",10200,"Indefinite","Apartment","Risskov",84,4,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: 1.th.                          Antal varelser: 4  Antal m2: 84  Husleje. 10.200 kr.  Post nummer: 8240  By: Risskov"
"1211",10200,"Indefinite","Apartment","Risskov",85,4,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: st.tv.                          Antal varelser: 4  Antal m2: 85  Husleje. 10.200 kr.  Post nummer: 8240  By: Risskov"
"1212",10200,"Indefinite","Apartment","Risskov",85,4,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: st.tv.                          Antal varelser: 4  Antal m2: 85  Husleje. 10.200 kr.  Post nummer: 8240  By: Risskov"
"1213",13000,"Indefinite","Apartment","Risskov",110,4,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: 1.tv.                          Antal varelser: 4  Antal m2: 110  Husleje. 13.000 kr.  Post nummer: 8240  By: Risskov"
"1214",13000,"Indefinite","Apartment","Risskov",110,4,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: 1.tv.                          Antal varelser: 4  Antal m2: 110  Husleje. 13.000 kr.  Post nummer: 8240  By: Risskov"
"1215",12600,"Indefinite","Apartment","Risskov",99,4,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: st.th.                          Antal varelser: 4  Antal m2: 99  Husleje. 12.600 kr.  Post nummer: 8240  By: Risskov"
"1216",12600,"Indefinite","Apartment","Risskov",99,4,"Brassovej","Lejlighed, Brassovej, 8240 Risskov, etage: st.th.                          Antal varelser: 4  Antal m2: 99  Husleje. 12.600 kr.  Post nummer: 8240  By: Risskov"
"1217",22500,"Indefinite","Apartment","Hojbjerg",278,4,"Margretelunden","Lejlighed, Margretelunden, 8270 Hojbjerg.                          Stor funktionel bolig pa hele 278 kvm. med masser af lakre detaljer med attraktiv beliggenhed i Hojbjerg.  Villaen, som er fra 2012, er opfort i funkisinspireret stil. Her er lagt vagt pa store, lyse rum, en moderne indretning og flotte detaljer, der giver huset det specielle ekstra, man ikke forventer.  Beliggenheden er fantastisk. Der er kort afstand fra huset til flere skoler, daginstitutioner, indkob og idratsfaciliteter. Der er ikke langt til Marselisborgskovene eller stranden, hvorfra der er en kort hyggelig ved mod Aarhus c. Huset er beliggende i et lukket vange med gronne arealer og natur omkring, som frit kan nydes fra husets fallesrum og haven. I vanget er der gronne fallesarealer med borde og banke, legeplads og boldbane udover et godt og trygt nabofallesskab.  Villaens indretning er ideel for bornefamilien. Fallesarealerne bestar af store sammenhangende rum, dog i flere niveauer, som naturligt opdeler rummene uden at afskarme. Dette giver mulighed for at vare sammen i familien uden nodvendigvis at vare i samme rum og man kan lave forskellige ting uden at genere hinanden.  Der er indgang via entr<e9> med adgang til bryggers. Herfra er der ligeledes adgang fra den rummelige dobbeltgarage, saledes man torskoet kan komme til entr<e9>en i alt slags vejr.  Entr<e9>en er sammenhangende med et fantastisk stort kokken/alrum i aben forbindelse med stue og kontor/repos mod varelsesgangen. Bade stue og kontorareal er i et hojere niveau end kokken/alrummet.  Selve kokkenet er af et tysk marke, Alno, og er helt specielt. Her er lakre kvalitetshvidevarer, flot stalbordplade og rene linjer. Det bemarkes tydeligt, at man ej heller her har sparet pa noget for at brinde kvalitet ind i boligen. Der er bl.a. hele 2 amerikanskekoleskabe med is-dispensere og 2 ovne. Derudver har man som noget unikt indrettet et vinrum med aircondition for de helt optimale opbevarihngsforhold.  Fra kokken/alrum og stue adgang til terrasseomrader med forskellig beliggenhed for at erhverve sig muligheden for at nyde solen hele dagen igennem. Fra stuen er terrassen overdakket og man har installeret elektriske terrassevarmere for at forlange de danske sommeraftener.  Varelsesafdelingen bestar af en stor repos, som i dag benyttes til kontoomrade, 3 gode varelser med skabe samt badevarelse med brus og stor eksklusiv foraldreafdeling. Her er et stort lakkert sovevarelse med udgang til terrasse, walk-in closet med skydedor og bademiljo med bade brus og fritstaende kar samt aflukket toliet i sammenhang med selve sovevarelset.  Villaen er opfort med fokus pa energioptimering og indeklima. Der er saledes bade energivinduer, solceller, og jordvarme samt genvex-anlag og akustiklofter indendors. Derudover har hele boligen naturligvis gulvvarme ligesom man har et gennemganede IHC-anlag til styring af lyd og lys i boligen.  Huset ligger pa en grund med velanlagt, nem have.  Boligen udlejes fra 1. august 2018 for en narmere aftalt tidsbegranset periode."
"1218",22500,"Indefinite","Apartment","Hojbjerg",278,4,"Margretelunden","Lejlighed, Margretelunden, 8270 Hojbjerg.                          Stor funktionel bolig pa hele 278 kvm. med masser af lakre detaljer med attraktiv beliggenhed i Hojbjerg.  Villaen, som er fra 2012, er opfort i funkisinspireret stil. Her er lagt vagt pa store, lyse rum, en moderne indretning og flotte detaljer, der giver huset det specielle ekstra, man ikke forventer.  Beliggenheden er fantastisk. Der er kort afstand fra huset til flere skoler, daginstitutioner, indkob og idratsfaciliteter. Der er ikke langt til Marselisborgskovene eller stranden, hvorfra der er en kort hyggelig ved mod Aarhus c. Huset er beliggende i et lukket vange med gronne arealer og natur omkring, som frit kan nydes fra husets fallesrum og haven. I vanget er der gronne fallesarealer med borde og banke, legeplads og boldbane udover et godt og trygt nabofallesskab.  Villaens indretning er ideel for bornefamilien. Fallesarealerne bestar af store sammenhangende rum, dog i flere niveauer, som naturligt opdeler rummene uden at afskarme. Dette giver mulighed for at vare sammen i familien uden nodvendigvis at vare i samme rum og man kan lave forskellige ting uden at genere hinanden.  Der er indgang via entr<e9> med adgang til bryggers. Herfra er der ligeledes adgang fra den rummelige dobbeltgarage, saledes man torskoet kan komme til entr<e9>en i alt slags vejr.  Entr<e9>en er sammenhangende med et fantastisk stort kokken/alrum i aben forbindelse med stue og kontor/repos mod varelsesgangen. Bade stue og kontorareal er i et hojere niveau end kokken/alrummet.  Selve kokkenet er af et tysk marke, Alno, og er helt specielt. Her er lakre kvalitetshvidevarer, flot stalbordplade og rene linjer. Det bemarkes tydeligt, at man ej heller her har sparet pa noget for at brinde kvalitet ind i boligen. Der er bl.a. hele 2 amerikanskekoleskabe med is-dispensere og 2 ovne. Derudver har man som noget unikt indrettet et vinrum med aircondition for de helt optimale opbevarihngsforhold.  Fra kokken/alrum og stue adgang til terrasseomrader med forskellig beliggenhed for at erhverve sig muligheden for at nyde solen hele dagen igennem. Fra stuen er terrassen overdakket og man har installeret elektriske terrassevarmere for at forlange de danske sommeraftener.  Varelsesafdelingen bestar af en stor repos, som i dag benyttes til kontoomrade, 3 gode varelser med skabe samt badevarelse med brus og stor eksklusiv foraldreafdeling. Her er et stort lakkert sovevarelse med udgang til terrasse, walk-in closet med skydedor og bademiljo med bade brus og fritstaende kar samt aflukket toliet i sammenhang med selve sovevarelset.  Villaen er opfort med fokus pa energioptimering og indeklima. Der er saledes bade energivinduer, solceller, og jordvarme samt genvex-anlag og akustiklofter indendors. Derudover har hele boligen naturligvis gulvvarme ligesom man har et gennemganede IHC-anlag til styring af lyd og lys i boligen.  Huset ligger pa en grund med velanlagt, nem have.  Boligen udlejes fra 1. august 2018 for en narmere aftalt tidsbegranset periode."
"1219",4500,"Over 1 year","Room","Aarhus C",10,1,"Trepkasgade","Varelse, Trepkasgade, 8000 Aarhus C.                          Vi udlejer et varelse i vores dejlige lejlighed pa Trepkasgade. Udlejning er indtil videre desvarre begranset til 30/9-2019.  Lejligheden ligger pa Trepkasgade i en rigtig hyggelig bygning med hojt til loftet, stuk og store vinduespartier. I lejligheden deler vi en stor stue, med plads til bade sofaarrangement og spisebord. Udover stuen deler vi kokkenet, som ogsa er en rigtig god storrelse. Her er der massere af skabsplads og vigtigst af alt OPVASKEMASKINE. Der er desuden ogsa plads til et lille spisebord.  Det er ogsa i kokkenet at man finder lejlighedens vigtigste rum, nemlig pulterrummet. Her er der plads til alt det lort, der ellers bare ville sta og fylde overalt.  Derudover er badevarelse og toilet adskilt, og begge er forholdsvis nye.  Til lejligheden horer der en hyggelig gardhave og kalderrum.  Falles vaskeri findes ligeledes i kalderen.  Pa selve Trepkasgade er der gratis parkering, og det er der desuden ogsa pa mange af de omkringliggende gader.  Dit varelse er pa omkring de 10 kvm.  Vi har tegnet en lille oversigt over lejligheden   Den manedlige husleje ligger pa 4500 kr. inkl. vand og varme. Derudover kommer internet og el.  Ved indflytning skal der betales depositum 13.500 kr. (3 maneders husleje)  Og forudbetalt leje 9000 kr. (2 maneders husleje) + forste maneds leje.  Varelset er ledig fra 10/8 og den forste maneds leje vil derfor vare pa 2250 kr.  LIDT OM OS: Vi hedder Kathrine og Isabella. Vi er 2 stille og rolige piger der er meget nede pa jorden. Vi er begge 21 ar gamle og skal henholdsvis studere og arbejde efter sommer. Kathrine er lige nu ved at soge job i Arhus og Isabella er stadig ved at finde ud af hvad hun skal studere.  Vi elsker bratspil og rodvin og er hvis vi selv skal sige det, et rigtig godt selskab.  Der vil vare plads til lidt af det hele i vores lejlighed. Bade privatliv og hygge i stuen, men ogsa fest og farver engang i mellem.  HVEM ER DU?:  Vi soger en pige i 20<U+0092>erne der ligesom os er nede pa jorden. En der har respekt for en lukket dor, men ogsa er med pa hygge i fallesskab. Ellers skal du bare vare dig selv og sod og rar.  Hvis dette lyder som noget for dig. Er du mere end velkommen til at tage kontakt med lidt informationer omkring dig selv. Kathrine og Isabella  Linker til ekstern betalingsside"
"1220",4500,"Over 1 year","Room","Aarhus C",10,1,"Trepkasgade","Varelse, Trepkasgade, 8000 Aarhus C.                          Vi udlejer et varelse i vores dejlige lejlighed pa Trepkasgade. Udlejning er indtil videre desvarre begranset til 30/9-2019.  Lejligheden ligger pa Trepkasgade i en rigtig hyggelig bygning med hojt til loftet, stuk og store vinduespartier. I lejligheden deler vi en stor stue, med plads til bade sofaarrangement og spisebord. Udover stuen deler vi kokkenet, som ogsa er en rigtig god storrelse. Her er der massere af skabsplads og vigtigst af alt OPVASKEMASKINE. Der er desuden ogsa plads til et lille spisebord.  Det er ogsa i kokkenet at man finder lejlighedens vigtigste rum, nemlig pulterrummet. Her er der plads til alt det lort, der ellers bare ville sta og fylde overalt.  Derudover er badevarelse og toilet adskilt, og begge er forholdsvis nye.  Til lejligheden horer der en hyggelig gardhave og kalderrum.  Falles vaskeri findes ligeledes i kalderen.  Pa selve Trepkasgade er der gratis parkering, og det er der desuden ogsa pa mange af de omkringliggende gader.  Dit varelse er pa omkring de 10 kvm.  Vi har tegnet en lille oversigt over lejligheden   Den manedlige husleje ligger pa 4500 kr. inkl. vand og varme. Derudover kommer internet og el.  Ved indflytning skal der betales depositum 13.500 kr. (3 maneders husleje)  Og forudbetalt leje 9000 kr. (2 maneders husleje) + forste maneds leje.  Varelset er ledig fra 10/8 og den forste maneds leje vil derfor vare pa 2250 kr.  LIDT OM OS: Vi hedder Kathrine og Isabella. Vi er 2 stille og rolige piger der er meget nede pa jorden. Vi er begge 21 ar gamle og skal henholdsvis studere og arbejde efter sommer. Kathrine er lige nu ved at soge job i Arhus og Isabella er stadig ved at finde ud af hvad hun skal studere.  Vi elsker bratspil og rodvin og er hvis vi selv skal sige det, et rigtig godt selskab.  Der vil vare plads til lidt af det hele i vores lejlighed. Bade privatliv og hygge i stuen, men ogsa fest og farver engang i mellem.  HVEM ER DU?:  Vi soger en pige i 20<U+0092>erne der ligesom os er nede pa jorden. En der har respekt for en lukket dor, men ogsa er med pa hygge i fallesskab. Ellers skal du bare vare dig selv og sod og rar.  Hvis dette lyder som noget for dig. Er du mere end velkommen til at tage kontakt med lidt informationer omkring dig selv. Kathrine og Isabella  Linker til ekstern betalingsside"
"1221",5000,"Indefinite","Room","Aarhus C",10,1,"Skovvejen","Varelse, Skovvejen, 8000 Aarhus C.                          A smallish room (9m^2 - unfurnished) in a large apartment (85^2) with beautiful views of the harbour located in Trojborg. The apartment is open plan and very comfy. Utilities (Water, internet, electricity, heating are paid for separately and come to approx 500 kr/month).  There is also a dishwasher, washing machine and dryer situated in the apartment.  Linker til ekstern betalingsside"
